date,equity
2021-03-12,11723.556512078683
2021-03-13,11776.001108700511
2021-03-14,11962.106111243478
2021-03-15,12037.592911672504
2021-03-16,12119.501395644265
2021-03-17,12211.55696288871
2021-03-18,12400.625010834614
2021-03-19,12267.25796787925
2021-03-20,12280.36155327789
2021-03-21,12255.013511359826
2021-03-22,12260.517358514975
2021-03-23,12337.03244059363
2021-03-24,12126.471260114766
2021-03-25,12187.81691462729
2021-03-26,12152.610147075784
2021-03-27,12451.215725142392
2021-03-28,12265.387825089065
2021-03-29,12245.672360248498
2021-03-30,12418.350776885301
2021-03-31,12457.434009722252
2021-04-01,12427.640219997538
2021-04-02,12557.909834825401
2021-04-03,12492.768138894568
2021-04-04,12786.81946296975
2021-04-05,12799.944226541915
2021-04-06,12901.789761803813
2021-04-07,12822.322760004676
2021-04-08,12928.093634676945
2021-04-09,12796.759299330022
2021-04-10,12704.424166275485
2021-04-11,12591.372457914356
2021-04-12,12580.664772492953
2021-04-13,12610.994796680816
2021-04-14,12814.807591270173
2021-04-15,12584.200634723109
2021-04-16,12626.683144056404
2021-04-17,12570.968267025995
2021-04-18,12606.067330362112
2021-04-19,12405.278692736634
2021-04-20,12627.244206199315
2021-04-21,12685.90550543739
2021-04-22,12477.845058158186
2021-04-23,12578.140036057526
2021-04-24,12563.165698502755
2021-04-25,12565.09732486502
2021-04-26,12525.83314936112
2021-04-27,12786.392056886145
2021-04-28,12625.211078418544
2021-04-29,12836.193386681092
2021-04-30,12824.316885624427
2021-05-01,12961.710280229256
2021-05-02,12864.777549882227
2021-05-03,13197.648210580886
2021-05-04,13216.024617669944
2021-05-05,13211.882571389793
2021-05-06,13319.552797191445
2021-05-07,13280.576159842727
2021-05-08,13183.857676872583
2021-05-09,13281.357809767118
2021-05-10,13150.858530406576
2021-05-11,13343.658844503761
2021-05-12,13264.389428260514
2021-05-13,13328.089769625563
2021-05-14,13110.990917765746
2021-05-15,12828.304355147233
2021-05-16,12916.720079746317
2021-05-17,13218.24287885908
2021-05-18,13333.279568682206
2021-05-19,13411.34821563894
2021-05-20,13720.56692694027
2021-05-21,13498.715760572753
2021-05-22,13443.635632261192
2021-05-23,13177.157404156624
2021-05-24,12785.969673682119
2021-05-25,12636.435205010048
2021-05-26,12713.939344895563
2021-05-27,12789.944178804128
2021-05-28,12702.985312656834
2021-05-29,12586.504081143936
2021-05-30,12338.742854342212
2021-05-31,12206.190914001878
2021-06-01,12124.259410094637
2021-06-02,12121.1392865721
2021-06-03,12117.200177098044
2021-06-04,12052.70854418667
2021-06-05,11990.75090638963
2021-06-06,11892.849095557976
2021-06-07,12270.303237867667
2021-06-08,12470.794794905622
2021-06-09,12585.345271581427
2021-06-10,12189.920455549334
2021-06-11,12191.743706205954
2021-06-12,12197.022371064219
2021-06-13,11948.071958000117
2021-06-14,11723.934100667577
2021-06-15,11668.096951039128
2021-06-16,11573.927071294851
2021-06-17,11515.496801748153
2021-06-18,11604.175118583293
2021-06-19,11632.710714133762
2021-06-20,11714.889699807383
2021-06-21,11942.542431407905
2021-06-22,11977.479826684716
2021-06-23,12010.69519357578
2021-06-24,11820.630056791062
2021-06-25,11970.512961751041
2021-06-26,12003.901844425996
2021-06-27,12031.772211815816
2021-06-28,12085.741320207366
2021-06-29,11913.507447208773
2021-06-30,11889.855760740584
2021-07-01,12177.121016285548
2021-07-02,11908.916381704792
2021-07-03,12181.169945366517
2021-07-04,12219.69937086345
2021-07-05,12144.766159286297
2021-07-06,12352.983778297545
2021-07-07,12117.962216332979
2021-07-08,12106.877820215122
2021-07-09,12207.676692466934
2021-07-10,12412.610817852807
2021-07-11,12603.770976575279
2021-07-12,12533.449355265775
2021-07-13,12440.329526279698
2021-07-14,12529.693475643522
2021-07-15,12293.789428534214
2021-07-16,11921.479664251145
2021-07-17,12097.27843351026
2021-07-18,12032.428094200302
2021-07-19,12033.352225496128
2021-07-20,11891.18239814259
2021-07-21,12270.739784156514
2021-07-22,12204.425636642327
2021-07-23,12115.03233584621
2021-07-24,11836.349534597653
2021-07-25,11922.280419928884
2021-07-26,11854.8052223232
2021-07-27,11615.285452796397
2021-07-28,11687.403303184401
2021-07-29,11813.423928057851
2021-07-30,11988.367233689765
2021-07-31,11759.440506801535
2021-08-01,11716.334677197307
2021-08-02,11826.646109408975
2021-08-03,11833.852729910597
2021-08-04,11774.780220041397
2021-08-05,12098.562174065182
2021-08-06,12132.196588265268
2021-08-07,12354.627038460134
2021-08-08,12197.957543142844
2021-08-09,12639.348283034544
2021-08-10,12660.752180180183
2021-08-11,12590.960307275538
2021-08-12,12631.045690616249
2021-08-13,12826.79570504151
2021-08-14,12782.37103613235
2021-08-15,12720.924539265297
2021-08-16,12788.63917241629
2021-08-17,12783.723530246165
2021-08-18,12959.488616285875
2021-08-19,12920.580903261538
2021-08-20,13128.980493674895
2021-08-21,13285.026211410828
2021-08-22,13300.818291927173
2021-08-23,13407.247711988366
2021-08-24,13390.519875511047
2021-08-25,13293.725403577144
2021-08-26,13030.118136737434
2021-08-27,12878.446440001246
2021-08-28,13086.499984675678
2021-08-29,12998.79977238726
2021-08-30,13032.08409439935
2021-08-31,13122.679483421718
2021-09-01,12780.743357486373
2021-09-02,12681.30639226403
2021-09-03,12882.946792791361
2021-09-04,12358.073038763989
2021-09-05,12357.90971672501
2021-09-06,12343.452608859861
2021-09-07,12258.337381375704
2021-09-08,12094.489000366197
2021-09-09,11935.667282993672
2021-09-10,12162.434293598984
2021-09-11,12095.689066056982
2021-09-12,12413.828905974187
2021-09-13,12523.406329089315
2021-09-14,12598.803878571443
2021-09-15,12456.853667303101
2021-09-16,12566.547119399853
2021-09-17,12717.01231419375
2021-09-18,12448.865346792894
2021-09-19,12263.134582936817
2021-09-20,12271.511329770701
2021-09-21,12250.880509991192
2021-09-22,12019.859894731715
2021-09-23,12022.607835063278
2021-09-24,12090.784839207206
2021-09-25,11869.130212090393
2021-09-26,12076.176900825609
2021-09-27,12253.662771145819
2021-09-28,12281.014742310026
2021-09-29,12507.452938759925
2021-09-30,12780.31010199899
2021-10-01,12888.635671018545
2021-10-02,13061.112652734982
2021-10-03,13120.714363877614
2021-10-04,13139.484523520128
2021-10-05,13149.172074228463
2021-10-06,13013.431210117364
2021-10-07,12971.325043473958
2021-10-08,13014.106082119763
2021-10-09,13291.981630887662
2021-10-10,13520.431570226885
2021-10-11,13588.120710594085
2021-10-12,13347.581135308777
2021-10-13,13445.339057811834
2021-10-14,13561.635260657655
2021-10-15,13823.303856425846
2021-10-16,13861.640857858261
2021-10-17,13970.39828839646
2021-10-18,14016.840535464948
2021-10-19,14277.215597451506
2021-10-20,14216.768225538835
2021-10-21,14123.91218613272
2021-10-22,14404.959688916671
2021-10-23,14655.065243623769
2021-10-24,14591.112988581339
2021-10-25,14678.09544093444
2021-10-26,14784.18890301474
2021-10-27,14714.244140639037
2021-10-28,14809.095805624574
2021-10-29,14938.709028307234
2021-10-30,14989.175670951952
2021-10-31,14880.449967943345
2021-11-01,14779.348937010694
2021-11-02,14880.494153590127
2021-11-03,14462.058375188712
2021-11-04,14204.732982687132
2021-11-05,14099.350701008207
2021-11-06,14012.656596465285
2021-11-07,14358.425454655417
2021-11-08,14537.867202613674
2021-11-09,14570.010010744265
2021-11-10,14731.459162232337
2021-11-11,14686.38028279889
2021-11-12,14546.958697455948
2021-11-13,14752.152875484791
2021-11-14,14504.16616785323
2021-11-15,14397.749188326217
2021-11-16,13970.447392343225
2021-11-17,14145.554688536355
2021-11-18,13805.250999542322
2021-11-19,13885.026474899787
2021-11-20,13781.909506121623
2021-11-21,14041.04644567384
2021-11-22,13707.29949462581
2021-11-23,13913.253392998104
2021-11-24,14335.87086944118
2021-11-25,14414.427359565698
2021-11-26,14831.478902792416
2021-11-27,14810.272207594116
2021-11-28,15220.633079034229
2021-11-29,15143.475344425808
2021-11-30,15050.087798968001
2021-12-01,15249.663877507446
2021-12-02,15098.434958206346
2021-12-03,15047.531358064416
2021-12-04,15094.776036273452
2021-12-05,15026.870770611815
2021-12-06,15099.276446928827
2021-12-07,14995.667305298988
2021-12-08,15491.088381911939
2021-12-09,15571.452429638644
2021-12-10,15536.215873067455
2021-12-11,15488.25473469207
2021-12-12,15278.7227678531
2021-12-13,15274.369691323425
2021-12-14,15452.286515073829
2021-12-15,15461.962314842094
2021-12-16,15457.727706625628
2021-12-17,15289.016143272343
2021-12-18,15077.300805736313
2021-12-19,15163.778280145401
2021-12-20,15067.29101577989
2021-12-21,14820.99308131432
2021-12-22,14898.538446565408
2021-12-23,14653.507018679105
2021-12-24,14543.19670155168
2021-12-25,14790.872842741714
2021-12-26,15043.341178606384
2021-12-27,15088.181183787223
2021-12-28,14915.069433756844
2021-12-29,14842.465115931167
2021-12-30,14998.305517765804
2021-12-31,14936.62985315196
2022-01-01,14858.424537555977
2022-01-02,14800.147972077324
2022-01-03,15093.116769857728
2022-01-04,14990.066748497387
2022-01-05,14796.829376480431
2022-01-06,14831.13899309519
2022-01-07,15182.00766886135
2022-01-08,15176.067947404783
2022-01-09,15177.487793024247
2022-01-10,15118.734271572033
2022-01-11,15131.295017999517
2022-01-12,15110.488665639934
2022-01-13,15215.190683623785
2022-01-14,15633.684967689509
2022-01-15,15465.197565347878
2022-01-16,15219.232672829216
2022-01-17,15317.608923072368
2022-01-18,15471.815557882575
2022-01-19,15571.26481091356
2022-01-20,15529.404358443815
2022-01-21,15421.672387919274
2022-01-22,15774.40054929138
2022-01-23,15928.011302151097
2022-01-24,15656.669309739023
2022-01-25,15786.54792907672
2022-01-26,15834.526256793082
2022-01-27,16189.997949932933
2022-01-28,15966.741599729088
2022-01-29,15993.99458422591
2022-01-30,15659.167080937948
2022-01-31,15588.88086906289
2022-02-01,15818.224184637773
2022-02-02,15459.766928521314
2022-02-03,15406.390416556294
2022-02-04,15377.789077335428
2022-02-05,15239.828222115379
2022-02-06,15089.184515031113
2022-02-07,15230.746778475941
2022-02-08,15149.90905427551
2022-02-09,15185.028142189612
2022-02-10,14849.268135399294
2022-02-11,14771.358750850835
2022-02-12,14626.124142540333
2022-02-13,14461.11814602736
2022-02-14,14636.251037951395
2022-02-15,14557.635470639663
2022-02-16,14382.021451686662
2022-02-17,13943.688482797523
2022-02-18,14038.461061414922
2022-02-19,13902.907155100544
2022-02-20,13672.110371433997
2022-02-21,13804.525759750626
2022-02-22,13728.678020261908
2022-02-23,13729.821323886272
2022-02-24,13484.911649703772
2022-02-25,13516.916471585782
2022-02-26,13729.711298574208
2022-02-27,13815.51606614208
2022-02-28,13736.190167242179
2022-03-01,13474.477893308636
2022-03-02,13548.714894401674
2022-03-03,13603.651354852347
2022-03-04,13660.112441524592
2022-03-05,13786.109092176417
2022-03-06,13867.30888933357
2022-03-07,14170.747747857793
2022-03-08,14266.49567055191
2022-03-09,14135.606114730388
2022-03-10,13849.679977331454
2022-03-11,13843.451448832902
2022-03-12,14128.945714166359
2022-03-13,14098.541832774683
2022-03-14,14310.888092236319
2022-03-15,14259.452512174721
2022-03-16,14541.576136338883
2022-03-17,14361.832415955903
2022-03-18,14225.060808530021
2022-03-19,14450.289258163897
2022-03-20,14778.383926377179
2022-03-21,15065.014954610144
2022-03-22,15184.590166928456
2022-03-23,14963.627992765092
2022-03-24,15331.893185499417
2022-03-25,15472.250413976926
2022-03-26,15466.47046660679
2022-03-27,15478.276106740237
2022-03-28,15874.878152648153
2022-03-29,15870.778762035747
2022-03-30,16121.288402342168
2022-03-31,16124.451279674448
2022-04-01,15804.524934671997
2022-04-02,16032.763779264733
2022-04-03,15820.017360712585
2022-04-04,15766.205172472679
2022-04-05,15826.30394246261
2022-04-06,15653.158611741877
2022-04-07,15283.715602750077
2022-04-08,15598.075666397563
2022-04-09,15577.787500169128
2022-04-10,15347.04628640758
2022-04-11,15476.388469269568
2022-04-12,15207.532069381718
2022-04-13,15382.354347373726
2022-04-14,15303.217412856
2022-04-15,15625.151323392669
2022-04-16,16023.393282122655
2022-04-17,15773.345530421133
2022-04-18,15709.671821791333
2022-04-19,15693.084294006912
2022-04-20,15991.073751444967
2022-04-21,15862.59494840799
2022-04-22,16510.59334017722
2022-04-23,16562.74643004239
2022-04-24,16790.32175176118
2022-04-25,17006.215206976147
2022-04-26,16858.19525176181
2022-04-27,16940.279819482832
2022-04-28,17085.333481734044
2022-04-29,17181.205201065633
2022-04-30,17082.548753731204
2022-05-01,17222.859956665852
2022-05-02,17219.69295834008
2022-05-03,17272.804147317373
2022-05-04,17115.719796937872
2022-05-05,17382.81576934539
2022-05-06,17231.250251650894
2022-05-07,17197.038835387262
2022-05-08,17435.878188051214
2022-05-09,17370.261503035017
2022-05-10,17758.126974323954
2022-05-11,17887.43232620403
2022-05-12,17560.992162941908
2022-05-13,17235.398739901397
2022-05-14,17369.37107145827
2022-05-15,17195.420233881978
2022-05-16,17133.36586341093
2022-05-17,17366.619231476867
2022-05-18,17295.10767592498
2022-05-19,17407.27273148034
2022-05-20,16966.019990464218
2022-05-21,17033.514962960817
2022-05-22,16956.732840062043
2022-05-23,16622.07466177708
2022-05-24,16462.068496540833
2022-05-25,16510.792446937125
2022-05-26,16639.265018190443
2022-05-27,16486.750743135635
2022-05-28,16559.933332708526
2022-05-29,16627.638146351674
2022-05-30,16388.34218590735
2022-05-31,16434.963438285406
2022-06-01,16589.169944026682
2022-06-02,16696.57964839301
2022-06-03,16633.24617399637
2022-06-04,16955.670368805822
2022-06-05,17202.077242095183
2022-06-06,16991.96085245848
2022-06-07,16963.724777258158
2022-06-08,16762.681904620815
2022-06-09,16633.40582764611
2022-06-10,16633.481758088947
2022-06-11,16577.13840159939
2022-06-12,16495.701600914435
2022-06-13,16723.20632399691
2022-06-14,16630.501995644765
2022-06-15,16608.056046123165
2022-06-16,16494.073882712037
2022-06-17,16411.026921250552
2022-06-18,16417.563343513375
2022-06-19,16498.352937243806
2022-06-20,16126.783656498723
2022-06-21,16236.98201217739
2022-06-22,16084.06732133306
2022-06-23,16123.807514898499
2022-06-24,16249.162931604073
2022-06-25,16655.366954364952
2022-06-26,16713.444701827666
2022-06-27,16415.07436687419
2022-06-28,16204.682133616232
2022-06-29,16052.40976915389
2022-06-30,16051.006474590838
2022-07-01,16455.29883474706
2022-07-02,16463.611430000306
2022-07-03,16809.668979441496
2022-07-04,17288.991579310372
2022-07-05,17317.293336679297
2022-07-06,17499.70000812281
2022-07-07,17461.586173279145
2022-07-08,17248.93661965688
2022-07-09,17131.415191772976
2022-07-10,17306.00710526699
2022-07-11,16944.973960905976
2022-07-12,16788.740843690823
2022-07-13,17100.937956772097
2022-07-14,16810.04685738189
2022-07-15,16666.667337613802
2022-07-16,16980.22150629175
2022-07-17,16636.47302389547
2022-07-18,16727.12113502799
2022-07-19,16775.691623664658
2022-07-20,16548.46525012679
2022-07-21,16654.485342562155
2022-07-22,16910.12916609258
2022-07-23,17008.659985855604
2022-07-24,16632.82524218846
2022-07-25,16926.15906480008
2022-07-26,16893.5469006113
2022-07-27,16937.99575920271
2022-07-28,16835.54262570222
2022-07-29,16641.13234328223
2022-07-30,17080.400065476548
2022-07-31,17112.90485583905
2022-08-01,17190.44561955698
2022-08-02,17401.390267221705
2022-08-03,17555.796737986468
2022-08-04,17487.412444898368
2022-08-05,17227.8091560678
2022-08-06,17353.604700849653
2022-08-07,17185.62865000833
2022-08-08,17307.366321648813
2022-08-09,17455.38246084979
2022-08-10,17486.293740550467
2022-08-11,17486.257344370104
2022-08-12,17222.259566280834
2022-08-13,17378.40379393123
2022-08-14,17201.254505715155
2022-08-15,17373.96754643265
2022-08-16,17008.8842653421
2022-08-17,17196.344348051724
2022-08-18,17885.615193247046
2022-08-19,18087.315494293893
2022-08-20,18383.837215996944
2022-08-21,18378.001909172413
2022-08-22,18465.823882941702
2022-08-23,17774.624958156874
2022-08-24,17761.783548194668
2022-08-25,17741.99883593502
2022-08-26,17939.128679915313
2022-08-27,17709.497883792097
2022-08-28,18109.332227980485
2022-08-29,18080.86112861443
2022-08-30,18353.573030934494
2022-08-31,18250.27153169171
2022-09-01,17774.036346660374
2022-09-02,17941.46272206393
2022-09-03,17925.47210413103
2022-09-04,18105.463509637757
2022-09-05,18258.524407542456
2022-09-06,18035.871860247997
2022-09-07,17729.766163696226
2022-09-08,17770.962865721332
2022-09-09,18015.72958261182
2022-09-10,18206.03807622265
2022-09-11,18543.8001306986
2022-09-12,18394.392220325542
2022-09-13,18218.281702018518
2022-09-14,18488.3223899464
2022-09-15,18144.999556636532
2022-09-16,18002.535492432147
2022-09-17,17740.283045955483
2022-09-18,17926.92029762537
2022-09-19,17720.29764895608
2022-09-20,18093.089267560226
2022-09-21,18155.81558751248
2022-09-22,18247.60951409112
2022-09-23,18101.472919519972
2022-09-24,18076.76857574371
2022-09-25,18296.19421723484
2022-09-26,18244.132990047987
2022-09-27,18409.962099582528
2022-09-28,18482.71770222656
2022-09-29,18403.732928797497
2022-09-30,18405.445128377432
2022-10-01,18297.735723781047
2022-10-02,18722.403341248755
2022-10-03,18605.481495349242
2022-10-04,18598.173326650758
2022-10-05,18594.315445344804
2022-10-06,18891.031699599327
2022-10-07,18951.706363269437
2022-10-08,18951.792934205587
2022-10-09,19161.336289641295
2022-10-10,19079.3126027525
2022-10-11,19275.107386879285
2022-10-12,19802.616409964903
2022-10-13,19512.20471537354
2022-10-14,19711.607087701974
2022-10-15,19906.859655792345
2022-10-16,19940.92393798925
2022-10-17,19769.518181337367
2022-10-18,19555.59519171709
2022-10-19,19384.032017702208
2022-10-20,18991.510514369966
2022-10-21,18859.897386962453
2022-10-22,19036.70449644755
2022-10-23,19458.356833151473
2022-10-24,19437.418440321184
2022-10-25,19236.948864019752
2022-10-26,19258.462605165623
2022-10-27,19569.063023986844
2022-10-28,19761.979193426494
2022-10-29,20201.572457744085
2022-10-30,19756.13222296453
2022-10-31,19771.89033363502
2022-11-01,19426.141285685888
2022-11-02,19756.38754403254
2022-11-03,19971.787526089178
2022-11-04,20297.405089681466
2022-11-05,20371.3955874171
2022-11-06,20406.476851905143
2022-11-07,20263.463685324303
2022-11-08,19900.431528243113
2022-11-09,20068.815101058462
2022-11-10,20015.422352577978
2022-11-11,19791.960232200378
2022-11-12,19610.149555892738
2022-11-13,19575.076060923842
2022-11-14,19259.08932289711
2022-11-15,19515.43643087266
2022-11-16,19203.729098825464
2022-11-17,19046.686523291573
2022-11-18,18973.178603240427
2022-11-19,18231.997545772363
2022-11-20,18312.59279371554
2022-11-21,18700.449465079444
2022-11-22,18639.121589787457
2022-11-23,18531.09876406038
2022-11-24,18617.30963727228
2022-11-25,18421.081864970678
2022-11-26,18068.010185931995
2022-11-27,18147.382920269247
2022-11-28,18050.306638668564
2022-11-29,17988.946186443507
2022-11-30,18296.521040429197
2022-12-01,18244.33460618359
2022-12-02,18397.07167482013
2022-12-03,18201.787863514888
2022-12-04,18164.548812071353
2022-12-05,18195.44178935756
2022-12-06,18587.981475485907
2022-12-07,19007.957622380087
2022-12-08,18789.479094384387
2022-12-09,18801.054371027152
2022-12-10,18756.56410651909
2022-12-11,19220.931819649657
2022-12-12,18961.47241266505
2022-12-13,18972.308328193187
2022-12-14,19047.51004308363
2022-12-15,18768.602069412773
2022-12-16,18930.026534605146
2022-12-17,18985.035704733393
2022-12-18,18846.428195102275
2022-12-19,18948.13507426403
2022-12-20,18761.30810877558
2022-12-21,18777.451647180427
2022-12-22,18763.69669110714
2022-12-23,18787.866402861775
2022-12-24,19270.131131048714
2022-12-25,19497.4853903634
2022-12-26,19603.95577894909
2022-12-27,20094.35265502556
2022-12-28,20098.55701612393
2022-12-29,19997.592395742606
2022-12-30,20405.77391352185
2022-12-31,20198.048571173444
2023-01-01,20289.156569526775
2023-01-02,20394.386548237082
2023-01-03,20425.21672189276
2023-01-04,20684.79931890844
2023-01-05,20552.1454397624
2023-01-06,20409.411329292492
2023-01-07,20712.21105370019
2023-01-08,20508.72290933648
2023-01-09,20667.86602561667
2023-01-10,20784.718324248108
2023-01-11,20591.43366023167
2023-01-12,20350.947404935567
2023-01-13,20276.99259184014
2023-01-14,20536.87161787611
2023-01-15,20537.159490453803
2023-01-16,20636.188862711166
2023-01-17,21008.28950174608
2023-01-18,21103.712390740886
2023-01-19,20633.382056260827
2023-01-20,21187.363216264235
2023-01-21,20668.618137234636
2023-01-22,20896.32287387363
2023-01-23,21117.79206442506
2023-01-24,21263.040691078557
2023-01-25,21650.069255288847
2023-01-26,21633.82503536529
2023-01-27,21798.20447218587
2023-01-28,21504.72571178593
2023-01-29,21417.599997146288
2023-01-30,21383.666749887594
2023-01-31,21491.041183471334
2023-02-01,21893.77728924401
2023-02-02,21396.45538696184
2023-02-03,21363.28386519545
2023-02-04,21416.620806531002
2023-02-05,21468.505543335952
2023-02-06,21482.044790650438
2023-02-07,21443.211807797117
2023-02-08,21491.11535848502
2023-02-09,21219.0070419707
2023-02-10,21045.676298758248
2023-02-11,20968.023965957866
2023-02-12,21115.070245143255
2023-02-13,21138.434980053134
2023-02-14,21591.8948632456
2023-02-15,21676.47530966205
2023-02-16,21215.18435242755
2023-02-17,21021.699458100524
2023-02-18,21271.427879672792
2023-02-19,20803.65124937755
2023-02-20,20795.860605266236
2023-02-21,20848.88530430903
2023-02-22,20729.189952960296
2023-02-23,20246.971963759814
2023-02-24,20328.4460978182
2023-02-25,20253.59080005875
2023-02-26,20183.31034593323
2023-02-27,20148.81786844396
2023-02-28,20425.874809880544
2023-03-01,20246.118133867305
2023-03-02,19991.079844077518
2023-03-03,19927.567276491023
2023-03-04,20100.083829235533
2023-03-05,20190.26538482726
2023-03-06,20006.442701618857
2023-03-07,20484.51470268903
2023-03-08,20286.077845202803
2023-03-09,20618.197925727698
2023-03-10,20362.167383614542
2023-03-11,20512.25477395586
2023-03-12,20644.079408733167
2023-03-13,20998.203720680052
2023-03-14,21171.329188888416
2023-03-15,21056.295555608493
2023-03-16,21064.349953117726
2023-03-17,20497.107280110286
2023-03-18,20017.113376942092
2023-03-19,20576.953376662463
2023-03-20,20254.723934184272
2023-03-21,20086.642382159225
2023-03-22,20156.86482074067
2023-03-23,19843.978042873463
2023-03-24,20128.296904279654
2023-03-25,20005.88305077025
2023-03-26,20439.41696018959
2023-03-27,19977.087336032488
2023-03-28,20413.95018820511
2023-03-29,20326.815199733624
2023-03-30,20119.24333814108
2023-03-31,20007.069499170935
2023-04-01,19844.42924589401
2023-04-02,20132.21263583324
2023-04-03,20407.29377252374
2023-04-04,20659.63588198904
2023-04-05,20199.30261547645
2023-04-06,20299.89327916268
2023-04-07,20394.436740865283
2023-04-08,19742.829264926317
2023-04-09,19858.323292427158
2023-04-10,19771.827137544187
2023-04-11,20081.6922102656
2023-04-12,20150.834345646836
2023-04-13,20232.452028641732
2023-04-14,20596.90535265013
2023-04-15,20928.744222772173
2023-04-16,20599.17354828075
2023-04-17,20358.996323127158
2023-04-18,20564.503850016725
2023-04-19,20691.46148009316
2023-04-20,20695.881030309585
2023-04-21,20764.061793792782
2023-04-22,20197.31859532934
2023-04-23,20031.91779686444
2023-04-24,20306.275577382363
2023-04-25,20802.442201191127
2023-04-26,20861.402068730044
2023-04-27,20832.040554680818
2023-04-28,20709.602090361226
2023-04-29,21181.317217599768
2023-04-30,20826.195450410865
2023-05-01,20550.15913112022
2023-05-02,20632.463890831994
2023-05-03,20483.664859220007
2023-05-04,20158.848313963546
2023-05-05,20178.347768828866
2023-05-06,20263.36908120536
2023-05-07,20306.794471724286
2023-05-08,20467.44997274039
2023-05-09,20385.514214048835
2023-05-10,20300.943530802306
2023-05-11,20714.47226449638
2023-05-12,20808.8798675155
2023-05-13,20543.902170911835
2023-05-14,20741.062808636787
2023-05-15,20394.45855524615
2023-05-16,20538.29896733953
2023-05-17,20831.279556823876
2023-05-18,20659.840571165318
2023-05-19,20348.86739116387
2023-05-20,20563.091597465114
2023-05-21,20044.660675341715
2023-05-22,19920.61049082061
2023-05-23,19468.904122147367
2023-05-24,19782.553057595298
2023-05-25,19558.386748291872
2023-05-26,19629.284163950255
2023-05-27,19844.017091578044
2023-05-28,19981.23548708048
2023-05-29,19673.071790109894
2023-05-30,19996.323510169317
2023-05-31,20035.60381560284
2023-06-01,20389.29075938584
2023-06-02,20191.22530494472
2023-06-03,19702.49577049934
2023-06-04,19951.787561923815
2023-06-05,20055.247652826678
2023-06-06,20225.988787647027
2023-06-07,19977.456678996827
2023-06-08,19760.2883138766
2023-06-09,19951.36719519884
2023-06-10,20587.389137569204
2023-06-11,20216.67116072684
2023-06-12,20399.93060891617
2023-06-13,20300.18616346883
2023-06-14,20635.131016734213
2023-06-15,21075.103649230954
2023-06-16,20758.27801165902
2023-06-17,20687.813015115727
2023-06-18,20743.373629144782
2023-06-19,20995.865081562853
2023-06-20,20918.48142245269
2023-06-21,21351.13520521284
2023-06-22,21673.330350661457
2023-06-23,21276.579888495547
2023-06-24,21516.90891894363
2023-06-25,21480.35879984181
2023-06-26,21752.157483264997
2023-06-27,21849.273974362328
2023-06-28,22078.849189301247
2023-06-29,22112.67256721174
2023-06-30,22262.73274041306
2023-07-01,22604.97936292678
2023-07-02,22456.806855347055
2023-07-03,22486.870510601206
2023-07-04,22584.8944735259
2023-07-05,22070.963711282908
2023-07-06,21463.336764666576
2023-07-07,21844.400083532604
2023-07-08,21834.43177759247
2023-07-09,21447.89224917594
2023-07-10,21399.444480055838
2023-07-11,21710.461423679764
2023-07-12,21775.89140060487
2023-07-13,21667.12023611596
2023-07-14,21957.94475902927
2023-07-15,22234.964126084993
2023-07-16,21725.284056335688
2023-07-17,22323.848094889294
2023-07-18,21911.855267193216
2023-07-19,22315.506795367222
2023-07-20,22374.129501323456
2023-07-21,22299.909452030664
